,mean_score,std_score,anomaly_rate
isolation_forest,0.7211791700060294,0.2528270884117436,0.0
oneclass_svm,321.4922333545293,0.0,0.0
zscore,178.11361501642185,113.06728300814689,0.04476726949303291
mad,1.7393710792545574,0.3220991044798538,0.056922620812333236
